STATE,COUNTY,FOOD_INSEC,FOOD_INSEC_CHILDREN
AK,Aleutians East,14,20
AK,Aleutians West,14,16
AK,Anchorage,12,16
AK,Bethel,22,30
AK,Bristol Bay,14,19
AK,Denali,14,17
AK,Dillingham,18,25
AK,Fairbanks North Star,13,17
AK,Haines,14,19
AK,Hoonah-Angoon,19,30
AK,Juneau,11,16
AK,Kenai Peninsula,13,19
AK,Ketchikan Gateway,15,19
AK,Kodiak Island,12,17
AK,Wade Hampton,27,38
AK,Lake and Peninsula,19,26
AK,Matanuska-Susitna,13,19
AK,Nome,22,29
AK,North Slope,14,18
AK,Northwest Arctic,22,30
AK,Petersburg,14,18
AK,Prince of Wales-Hyder,17,25
AK,Sitka,12,16
AK,Skagway,15,19
AK,Southeast Fairbanks,16,23
AK,Valdez-Cordova,14,19
AK,Wrangell,15,22
AK,Yakutat,14,19
AK,Yukon-Koyukuk,22,32
AL,Autauga,14,21
AL,Baldwin,13,22
AL,Barbour,23,30
AL,Bibb,16,25
AL,Blount,11,24
AL,Bullock,24,26
AL,Butler,22,27
AL,Calhoun,17,26
AL,Chambers,20,26
AL,Cherokee,14,26
AL,Chilton,14,25
AL,Choctaw,21,26
AL,Clarke,25,27
AL,Clay,15,24
AL,Cleburne,14,25
AL,Coffee,15,24
AL,Colbert,17,26
AL,Conecuh,24,29
AL,Coosa,18,24
AL,Covington,16,27
AL,Crenshaw,17,22
AL,Cullman,13,24
AL,Dale,17,24
AL,Dallas,30,32
AL,DeKalb,12,23
AL,Elmore,14,21
AL,Escambia,20,26
AL,Etowah,16,26
AL,Fayette,16,26
AL,Franklin,14,28
AL,Geneva,16,29
AL,Greene,32,35
AL,Hale,24,26
AL,Henry,16,22
AL,Houston,18,25
AL,Jackson,14,26
AL,Jefferson,19,22
AL,Lamar,17,29
AL,Lauderdale,16,25
AL,Lawrence,15,25
AL,Lee,18,22
AL,Limestone,13,21
AL,Lowndes,28,28
AL,Macon,27,26
AL,Madison,15,21
AL,Marengo,23,26
AL,Marion,15,26
AL,Marshall,12,26
AL,Mobile,19,24
AL,Monroe,25,29
AL,Montgomery,23,24
AL,Morgan,14,23
AL,Perry,29,31
AL,Pickens,21,26
AL,Pike,22,25
AL,Randolph,17,24
AL,Russell,20,24
AL,Shelby,10,17
AL,St. Clair,13,23
AL,Sumter,30,30
AL,Talladega,19,27
AL,Tallapoosa,18,27
AL,Tuscaloosa,18,22
AL,Walker,16,28
AL,Washington,17,25
AL,Wilcox,32,33
AL,Winston,15,30
AR,Arkansas,20,25
AR,Ashley,21,27
AR,Baxter,16,27
AR,Benton,12,21
AR,Boone,16,26
AR,Bradley,21,29
AR,Calhoun,18,23
AR,Carroll,14,24
AR,Chicot,28,30
AR,Clark,21,26
AR,Clay,18,29
AR,Cleburne,16,26
AR,Cleveland,18,27
AR,Columbia,24,27
AR,Conway,19,28
AR,Craighead,19,25
AR,Crawford,15,26
AR,Crittenden,26,26
AR,Cross,21,25
AR,Dallas,22,23
AR,Desha,28,31
AR,Drew,24,29
AR,Faulkner,17,22
AR,Franklin,17,27
AR,Fulton,17,29
AR,Garland,18,27
AR,Grant,15,22
AR,Greene,17,25
AR,Hempstead,21,27
AR,Hot Spring,18,26
AR,Howard,18,26
AR,Independence,18,28
AR,Izard,18,29
AR,Jackson,22,32
AR,Jefferson,27,27
AR,Johnson,16,27
AR,Lafayette,24,27
AR,Lawrence,19,29
AR,Lee,28,26
AR,Lincoln,22,26
AR,Little River,19,25
AR,Logan,17,27
AR,Lonoke,15,22
AR,Madison,15,25
AR,Marion,16,27
AR,Miller,20,25
AR,Mississippi,26,31
AR,Monroe,26,31
AR,Montgomery,16,26
AR,Nevada,22,29
AR,Newton,16,26
AR,Ouachita,24,28
AR,Perry,16,26
AR,Phillips,31,32
AR,Pike,17,27
AR,Poinsett,20,29
AR,Polk,17,30
AR,Pope,17,25
AR,Prairie,19,26
AR,Pulaski,21,22
AR,Randolph,18,29
AR,Saline,13,20
AR,Scott,15,27
AR,Searcy,17,28
AR,Sebastian,17,27
AR,Sevier,13,25
AR,Sharp,18,30
AR,St. Francis,27,27
AR,Stone,18,31
AR,Union,21,26
AR,Van Buren,18,29
AR,Washington,15,23
AR,White,18,25
AR,Woodruff,23,27
AR,Yell,14,24
AZ,Apache,27,38
AZ,Cochise,15,24
AZ,Coconino,20,26
AZ,Gila,19,31
AZ,Graham,16,26
AZ,Greenlee,13,23
AZ,La Paz,16,27
AZ,Maricopa,15,23
AZ,Mohave,19,29
AZ,Navajo,23,34
AZ,Pima,15,23
AZ,Pinal,15,24
AZ,Santa Cruz,9,25
AZ,Yavapai,17,25
AZ,Yuma,18,33
CA,Alameda,14,18
CA,Alpine,16,20
CA,Amador,14,23
CA,Butte,18,24
CA,Calaveras,14,21
CA,Colusa,12,25
CA,Contra Costa,12,17
CA,Del Norte,18,27
CA,El Dorado,13,19
CA,Fresno,14,27
CA,Glenn,13,24
CA,Humboldt,18,24
CA,Imperial,15,32
CA,Inyo,13,19
CA,Kern,13,25
CA,Kings,14,25
CA,Lake,18,27
CA,Lassen,16,25
CA,Los Angeles,12,21
CA,Madera,12,25
CA,Marin,12,16
CA,Mariposa,16,23
CA,Mendocino,15,24
CA,Merced,14,27
CA,Modoc,17,24
CA,Mono,11,17
CA,Monterey,10,21
CA,Napa,10,17
CA,Nevada,14,21
CA,Orange,10,18
CA,Placer,12,18
CA,Plumas,18,26
CA,Riverside,10,20
CA,Sacramento,16,22
CA,San Benito,6,18
CA,San Bernardino,11,21
CA,San Diego,12,19
CA,San Francisco,16,17
CA,San Joaquin,14,23
CA,San Luis Obispo,13,19
CA,San Mateo,10,15
CA,Santa Barbara,10,19
CA,Santa Clara,11,16
CA,Santa Cruz,13,20
CA,Shasta,18,26
CA,Sierra,16,25
CA,Siskiyou,20,28
CA,Solano,15,20
CA,Sonoma,12,18
CA,Stanislaus,13,24
CA,Sutter,16,25
CA,Tehama,15,25
CA,Trinity,18,26
CA,Tulare,13,27
CA,Tuolumne,16,23
CA,Ventura,8,17
CA,Yolo,15,20
CA,Yuba,17,26
CO,Adams,9,16
CO,Alamosa,12,22
CO,Arapahoe,13,16
CO,Archuleta,11,19
CO,Baca,14,21
CO,Bent,13,23
CO,Boulder,13,15
CO,Broomfield,11,14
CO,Chaffee,12,17
CO,Cheyenne,11,14
CO,Clear Creek,12,16
CO,Conejos,6,17
CO,Costilla,6,22
CO,Crowley,14,21
CO,Custer,15,21
CO,Delta,14,21
CO,Denver,13,17
CO,Dolores,15,22
CO,Douglas,9,13
CO,Eagle,8,13
CO,Elbert,10,16
CO,El Paso,14,17
CO,Fremont,16,24
CO,Garfield,10,16
CO,Gilpin,11,14
CO,Grand,13,17
CO,Gunnison,15,18
CO,Hinsdale,13,18
CO,Huerfano,12,19
CO,Jackson,12,18
CO,Jefferson,11,15
CO,Kiowa,13,17
CO,Kit Carson,12,19
CO,Lake,9,14
CO,La Plata,12,16
CO,Larimer,13,16
CO,Las Animas,9,16
CO,Lincoln,14,19
CO,Logan,13,20
CO,Mesa,14,20
CO,Mineral,10,17
CO,Moffat,12,17
CO,Montezuma,15,24
CO,Montrose,13,21
CO,Morgan,9,15
CO,Otero,12,23
CO,Ouray,13,17
CO,Park,11,16
CO,Phillips,12,16
CO,Pitkin,13,15
CO,Prowers,10,18
CO,Pueblo,11,19
CO,Rio Blanco,15,21
CO,Rio Grande,10,20
CO,Routt,13,15
CO,Saguache,11,22
CO,San Juan,13,18
CO,San Miguel,14,16
CO,Sedgwick,13,19
CO,Summit,12,16
CO,Teller,12,16
CO,Washington,12,16
CO,Weld,9,16
CO,Yuma,12,17
CT,Fairfield,10,14
CT,Hartford,12,16
CT,Litchfield,10,15
CT,Middlesex,10,14
CT,New Haven,13,17
CT,New London,12,18
CT,Tolland,11,15
CT,Windham,12,18
DC,District of Columbia,13,24
DE,Kent,13,18
DE,New Castle,12,15
DE,Sussex,10,18
FL,Alachua,20,22
FL,Baker,17,24
FL,Bay,18,24
FL,Bradford,19,24
FL,Brevard,16,23
FL,Broward,15,19
FL,Calhoun,17,24
FL,Charlotte,15,23
FL,Citrus,16,28
FL,Clay,14,20
FL,Collier,11,21
FL,Columbia,18,26
FL,DeSoto,16,27
FL,Dixie,18,26
FL,Duval,20,23
FL,Escambia,19,24
FL,Flagler,15,24
FL,Franklin,18,26
FL,Gadsden,25,27
FL,Gilchrist,17,28
FL,Glades,16,25
FL,Gulf,17,23
FL,Hamilton,22,28
FL,Hardee,13,26
FL,Hendry,13,25
FL,Hernando,15,25
FL,Highlands,16,26
FL,Hillsborough,15,21
FL,Holmes,19,30
FL,Indian River,15,24
FL,Jackson,20,27
FL,Jefferson,20,22
FL,Lafayette,16,22
FL,Lake,14,22
FL,Lee,14,23
FL,Leon,22,21
FL,Levy,17,28
FL,Liberty,18,22
FL,Madison,22,25
FL,Manatee,14,22
FL,Marion,16,26
FL,Martin,13,21
FL,Miami-Dade,9,21
FL,Monroe,12,20
FL,Nassau,15,23
FL,Okaloosa,16,23
FL,Okeechobee,16,28
FL,Orange,15,21
FL,Osceola,10,22
FL,Palm Beach,14,21
FL,Pasco,14,22
FL,Pinellas,16,22
FL,Polk,16,24
FL,Putnam,20,30
FL,Santa Rosa,15,22
FL,Sarasota,14,21
FL,Seminole,13,20
FL,St. Johns,13,19
FL,St. Lucie,16,24
FL,Sumter,14,26
FL,Suwannee,19,29
FL,Taylor,18,22
FL,Union,19,26
FL,Volusia,16,24
FL,Wakulla,16,23
FL,Walton,16,25
FL,Washington,19,27
GA,Appling,15,24
GA,Atkinson,13,25
GA,Bacon,14,23
GA,Baker,20,27
GA,Baldwin,24,29
GA,Banks,11,24
GA,Barrow,11,22
GA,Bartow,13,23
GA,Ben Hill,23,32
GA,Berrien,16,27
GA,Bibb,23,27
GA,Bleckley,18,28
GA,Brantley,14,26
GA,Brooks,19,27
GA,Bryan,12,22
GA,Bulloch,22,26
GA,Burke,23,29
GA,Butts,17,26
GA,Calhoun,26,30
GA,Camden,14,22
GA,Candler,18,29
GA,Carroll,16,25
GA,Catoosa,11,22
GA,Charlton,13,23
GA,Chatham,19,24
GA,Chattahoochee,17,23
GA,Chattooga,16,28
GA,Cherokee,9,20
GA,Clarke,22,26
GA,Clay,29,35
GA,Clayton,23,25
GA,Clinch,21,30
GA,Cobb,12,19
GA,Coffee,17,26
GA,Colquitt,16,27
GA,Columbia,10,19
GA,Cook,18,25
GA,Coweta,12,21
GA,Crawford,15,24
GA,Crisp,23,29
GA,Dade,11,25
GA,Dawson,10,23
GA,Decatur,21,27
GA,DeKalb,16,23
GA,Dodge,19,28
GA,Dooly,22,27
GA,Dougherty,27,28
GA,Douglas,16,21
GA,Early,22,27
GA,Echols,11,27
GA,Effingham,11,20
GA,Elbert,17,25
GA,Emanuel,21,30
GA,Evans,17,27
GA,Fannin,13,29
GA,Fayette,10,18
GA,Floyd,15,25
GA,Forsyth,6,17
GA,Franklin,15,27
GA,Fulton,19,21
GA,Gilmer,12,30
GA,Glascock,13,27
GA,Glynn,16,24
GA,Gordon,12,25
GA,Grady,19,30
GA,Greene,18,28
GA,Gwinnett,11,20
GA,Habersham,10,24
GA,Hall,9,22
GA,Hancock,26,30
GA,Haralson,14,27
GA,Harris,11,20
GA,Hart,16,25
GA,Heard,15,27
GA,Henry,15,21
GA,Houston,16,23
GA,Irwin,19,28
GA,Jackson,10,21
GA,Jasper,15,25
GA,Jeff Davis,14,26
GA,Jefferson,24,31
GA,Jenkins,21,33
GA,Johnson,19,27
GA,Jones,14,23
GA,Lamar,19,26
GA,Lanier,18,27
GA,Laurens,21,28
GA,Lee,13,22
GA,Liberty,18,23
GA,Lincoln,19,28
GA,Long,15,23
GA,Lowndes,21,25
GA,Lumpkin,13,24
GA,Macon,25,26
GA,Madison,13,24
GA,Marion,18,26
GA,McDuffie,21,29
GA,McIntosh,17,27
GA,Meriwether,20,26
GA,Miller,19,28
GA,Mitchell,22,27
GA,Monroe,14,20
GA,Montgomery,18,28
GA,Morgan,13,22
GA,Murray,12,25
GA,Muscogee,21,25
GA,Newton,17,22
GA,Oconee,8,19
GA,Oglethorpe,13,24
GA,Paulding,11,21
GA,Peach,20,25
GA,Pickens,10,23
GA,Pierce,14,27
GA,Pike,11,22
GA,Polk,14,26
GA,Pulaski,18,27
GA,Putnam,16,24
GA,Quitman,21,28
GA,Rabun,13,28
GA,Randolph,26,32
GA,Richmond,23,27
GA,Rockdale,17,21
GA,Schley,17,27
GA,Screven,21,27
GA,Seminole,18,26
GA,Spalding,19,27
GA,Stephens,15,25
GA,Stewart,21,32
GA,Sumter,24,31
GA,Talbot,20,21
GA,Taliaferro,24,31
GA,Tattnall,18,28
GA,Taylor,22,31
GA,Telfair,20,32
GA,Terrell,26,32
GA,Thomas,20,25
GA,Tift,19,28
GA,Toombs,18,27
GA,Towns,13,28
GA,Treutlen,18,26
GA,Troup,19,25
GA,Turner,19,28
GA,Twiggs,22,27
GA,Union,10,24
GA,Upson,19,28
GA,Walker,13,25
GA,Walton,13,23
GA,Ware,20,30
GA,Warren,24,28
GA,Washington,22,26
GA,Wayne,16,24
GA,Webster,21,26
GA,Wheeler,23,32
GA,White,12,28
GA,Whitfield,8,23
GA,Wilcox,19,26
GA,Wilkes,21,30
GA,Wilkinson,17,25
GA,Worth,17,25
HI,Hawaii,13,24
HI,Honolulu,12,19
HI,Kalawao,20,24
HI,Kauai,12,19
HI,Maui,12,19
IA,Adair,11,17
IA,Adams,11,16
IA,Allamakee,11,18
IA,Appanoose,13,19
IA,Audubon,11,17
IA,Benton,11,17
IA,Black Hawk,15,18
IA,Boone,11,16
IA,Bremer,10,15
IA,Buchanan,11,17
IA,Buena Vista,8,15
IA,Butler,11,17
IA,Calhoun,13,20
IA,Carroll,11,15
IA,Cass,13,20
IA,Cedar,10,15
IA,Cerro Gordo,12,18
IA,Cherokee,12,18
IA,Chickasaw,11,17
IA,Clarke,12,20
IA,Clay,12,19
IA,Clayton,11,18
IA,Clinton,13,19
IA,Crawford,9,19
IA,Dallas,9,13
IA,Davis,13,22
IA,Decatur,15,21
IA,Delaware,11,17
IA,Des Moines,14,20
IA,Dickinson,10,15
IA,Dubuque,12,17
IA,Emmet,11,17
IA,Fayette,12,19
IA,Floyd,12,19
IA,Franklin,10,18
IA,Fremont,11,18
IA,Greene,12,18
IA,Grundy,10,15
IA,Guthrie,11,17
IA,Hamilton,12,18
IA,Hancock,10,16
IA,Hardin,11,16
IA,Harrison,11,16
IA,Henry,13,20
IA,Howard,11,17
IA,Humboldt,12,18
IA,Ida,11,17
IA,Iowa,10,17
IA,Jackson,12,18
IA,Jasper,12,16
IA,Jefferson,13,19
IA,Johnson,14,15
IA,Jones,11,18
IA,Keokuk,12,19
IA,Kossuth,10,16
IA,Lee,14,21
IA,Linn,12,15
IA,Louisa,9,17
IA,Lucas,12,18
IA,Lyon,9,14
IA,Madison,11,15
IA,Mahaska,13,18
IA,Marion,11,16
IA,Marshall,9,16
IA,Mills,10,15
IA,Mitchell,10,15
IA,Monona,13,20
IA,Monroe,13,18
IA,Montgomery,13,21
IA,Muscatine,9,16
IA,O'Brien,10,15
IA,Osceola,9,15
IA,Page,13,19
IA,Palo Alto,11,17
IA,Plymouth,9,15
IA,Pocahontas,12,18
IA,Polk,12,17
IA,Pottawattamie,12,18
IA,Poweshiek,12,16
IA,Ringgold,11,16
IA,Sac,10,15
IA,Scott,13,17
IA,Shelby,11,16
IA,Sioux,8,14
IA,Story,16,15
IA,Tama,10,17
IA,Taylor,11,17
IA,Union,13,19
IA,Van Buren,12,20
IA,Wapello,13,20
IA,Warren,10,15
IA,Washington,10,16
IA,Wayne,12,18
IA,Webster,14,19
IA,Winnebago,11,16
IA,Winneshiek,11,15
IA,Woodbury,11,17
IA,Worth,12,17
IA,Wright,10,16
ID,Ada,13,16
ID,Adams,16,20
ID,Bannock,15,18
ID,Bear Lake,13,19
ID,Benewah,17,21
ID,Bingham,11,17
ID,Blaine,10,16
ID,Boise,15,19
ID,Bonner,16,20
ID,Bonneville,12,16
ID,Boundary,15,19
ID,Butte,15,20
ID,Camas,15,21
ID,Canyon,13,19
ID,Caribou,12,14
ID,Cassia,10,16
ID,Clark,9,16
ID,Clearwater,16,21
ID,Custer,17,20
ID,Elmore,15,19
ID,Franklin,12,17
ID,Fremont,11,15
ID,Gem,15,20
ID,Gooding,11,18
ID,Idaho,15,20
ID,Jefferson,11,16
ID,Jerome,10,16
ID,Kootenai,15,18
ID,Latah,18,17
ID,Lemhi,17,23
ID,Lewis,16,20
ID,Lincoln,10,16
ID,Madison,21,19
ID,Minidoka,9,17
ID,Nez Perce,14,17
ID,Oneida,14,19
ID,Owyhee,14,22
ID,Payette,13,18
ID,Power,9,16
ID,Shoshone,18,22
ID,Teton,11,15
ID,Twin Falls,13,17
ID,Valley,16,19
ID,Washington,14,20
IL,Adams,12,19
IL,Alexander,23,31
IL,Bond,12,20
IL,Boone,7,16
IL,Brown,11,15
IL,Bureau,10,19
IL,Calhoun,12,20
IL,Carroll,11,19
IL,Cass,9,18
IL,Champaign,16,18
IL,Christian,13,21
IL,Clark,12,22
IL,Clay,12,22
IL,Clinton,9,16
IL,Coles,16,22
IL,Cook,13,17
IL,Crawford,11,19
IL,Cumberland,12,20
IL,DeKalb,13,19
IL,De Witt,11,19
IL,Douglas,9,17
IL,DuPage,12,17
IL,Edgar,13,22
IL,Edwards,11,19
IL,Effingham,10,18
IL,Fayette,13,23
IL,Ford,11,20
IL,Franklin,14,24
IL,Fulton,13,21
IL,Gallatin,13,21
IL,Greene,13,21
IL,Grundy,9,16
IL,Hamilton,12,18
IL,Hancock,11,20
IL,Hardin,14,22
IL,Henderson,11,20
IL,Henry,10,17
IL,Iroquois,11,21
IL,Jackson,19,22
IL,Jasper,10,17
IL,Jefferson,14,22
IL,Jersey,10,17
IL,Jo Daviess,10,17
IL,Johnson,13,21
IL,Kane,6,15
IL,Kankakee,14,19
IL,Kendall,6,13
IL,Knox,14,22
IL,Lake,7,14
IL,LaSalle,12,17
IL,Lawrence,14,21
IL,Lee,11,17
IL,Livingston,11,19
IL,Logan,13,20
IL,Macon,16,22
IL,Macoupin,12,20
IL,Madison,13,18
IL,Marion,14,24
IL,Marshall,10,19
IL,Mason,13,22
IL,Massac,15,22
IL,McDonough,16,20
IL,McHenry,7,15
IL,McLean,12,15
IL,Menard,10,18
IL,Mercer,10,18
IL,Monroe,8,15
IL,Montgomery,14,22
IL,Morgan,13,19
IL,Moultrie,11,20
IL,Ogle,10,17
IL,Peoria,16,20
IL,Perry,14,23
IL,Piatt,8,16
IL,Pike,11,18
IL,Pope,12,21
IL,Pulaski,19,22
IL,Putnam,10,21
IL,Randolph,12,18
IL,Richland,13,20
IL,Rock Island,12,19
IL,Saline,16,25
IL,Sangamon,14,19
IL,Schuyler,13,18
IL,Scott,12,20
IL,Shelby,11,18
IL,Stark,11,20
IL,St. Clair,17,20
IL,Stephenson,14,21
IL,Tazewell,10,17
IL,Union,13,21
IL,Vermilion,15,22
IL,Wabash,12,19
IL,Warren,11,19
IL,Washington,10,17
IL,Wayne,12,22
IL,White,12,20
IL,Whiteside,10,18
IL,Williamson,13,20
IL,Will,8,14
IL,Winnebago,14,20
IL,Woodford,9,17
IN,Adams,12,20
IN,Allen,14,19
IN,Bartholomew,12,17
IN,Benton,12,18
IN,Blackford,14,21
IN,Boone,10,14
IN,Brown,12,19
IN,Carroll,11,16
IN,Cass,11,19
IN,Clark,13,17
IN,Clay,13,19
IN,Clinton,10,18
IN,Crawford,15,23
IN,Daviess,12,18
IN,Dearborn,12,18
IN,Decatur,13,20
IN,DeKalb,14,19
IN,Delaware,17,22
IN,Dubois,10,16
IN,Elkhart,12,18
IN,Fayette,16,24
IN,Floyd,13,18
IN,Fountain,13,19
IN,Franklin,12,17
IN,Fulton,12,19
IN,Gibson,12,17
IN,Grant,16,22
IN,Greene,14,20
IN,Hamilton,9,13
IN,Hancock,10,15
IN,Harrison,12,17
IN,Hendricks,10,13
IN,Henry,14,21
IN,Howard,15,21
IN,Huntington,12,18
IN,Jackson,12,19
IN,Jasper,11,17
IN,Jay,14,21
IN,Jefferson,14,20
IN,Jennings,14,20
IN,Johnson,12,16
IN,Knox,15,21
IN,Kosciusko,11,17
IN,Lagrange,11,18
IN,Lake,15,20
IN,LaPorte,14,19
IN,Lawrence,13,20
IN,Madison,15,21
IN,Marion,19,20
IN,Marshall,11,17
IN,Martin,12,19
IN,Miami,14,20
IN,Monroe,18,19
IN,Montgomery,13,20
IN,Morgan,12,19
IN,Newton,13,21
IN,Noble,11,17
IN,Ohio,12,17
IN,Orange,15,22
IN,Owen,14,21
IN,Parke,14,20
IN,Perry,13,18
IN,Pike,11,19
IN,Porter,11,17
IN,Posey,11,17
IN,Pulaski,13,20
IN,Putnam,13,19
IN,Randolph,14,22
IN,Ripley,12,17
IN,Rush,14,22
IN,Scott,14,23
IN,Shelby,12,18
IN,Spencer,11,17
IN,Starke,13,22
IN,Steuben,11,17
IN,St. Joseph,15,20
IN,Sullivan,15,23
IN,Switzerland,15,24
IN,Tippecanoe,16,18
IN,Tipton,11,19
IN,Union,12,18
IN,Vanderburgh,16,20
IN,Vermillion,14,20
IN,Vigo,17,23
IN,Wabash,13,21
IN,Warren,11,18
IN,Warrick,11,17
IN,Washington,13,20
IN,Wayne,16,24
IN,Wells,11,18
IN,White,10,16
IN,Whitley,10,16
KS,Allen,16,23
KS,Anderson,15,25
KS,Atchison,17,25
KS,Barber,13,20
KS,Barton,13,21
KS,Bourbon,16,25
KS,Brown,15,23
KS,Butler,13,20
KS,Chase,13,20
KS,Chautauqua,15,25
KS,Cherokee,15,23
KS,Cheyenne,10,18
KS,Clark,12,19
KS,Clay,12,21
KS,Cloud,14,20
KS,Coffey,13,21
KS,Comanche,11,18
KS,Cowley,14,22
KS,Crawford,17,22
KS,Decatur,13,21
KS,Dickinson,13,20
KS,Doniphan,14,22
KS,Douglas,17,19
KS,Edwards,9,18
KS,Elk,15,23
KS,Ellis,14,18
KS,Ellsworth,12,17
KS,Finney,7,18
KS,Ford,6,18
KS,Franklin,14,21
KS,Geary,18,22
KS,Gove,11,17
KS,Graham,13,20
KS,Grant,3,13
KS,Gray,9,17
KS,Greeley,8,15
KS,Greenwood,14,23
KS,Hamilton,7,18
KS,Harper,13,21
KS,Harvey,12,20
KS,Haskell,8,18
KS,Hodgeman,10,16
KS,Jackson,12,18
KS,Jefferson,11,18
KS,Jewell,14,24
KS,Johnson,11,16
KS,Kearny,7,15
KS,Kingman,13,20
KS,Kiowa,14,20
KS,Labette,16,24
KS,Lane,11,17
KS,Leavenworth,14,20
KS,Lincoln,12,19
KS,Linn,14,20
KS,Logan,11,17
KS,Lyon,14,21
KS,Marion,12,19
KS,Marshall,12,19
KS,McPherson,11,17
KS,Meade,10,19
KS,Miami,12,19
KS,Mitchell,13,19
KS,Montgomery,17,25
KS,Morris,12,19
KS,Morton,10,18
KS,Nemaha,12,19
KS,Neosho,16,27
KS,Ness,11,21
KS,Norton,11,17
KS,Osage,13,20
KS,Osborne,14,23
KS,Ottawa,11,18
KS,Pawnee,12,16
KS,Phillips,12,20
KS,Pottawatomie,11,17
KS,Pratt,13,21
KS,Rawlins,12,19
KS,Reno,13,20
KS,Republic,13,21
KS,Rice,12,19
KS,Riley,18,18
KS,Rooks,14,22
KS,Rush,12,17
KS,Russell,13,21
KS,Saline,14,21
KS,Scott,9,14
KS,Sedgwick,14,20
KS,Seward,5,18
KS,Shawnee,14,20
KS,Sheridan,10,19
KS,Sherman,14,22
KS,Smith,13,22
KS,Stafford,11,21
KS,Stanton,5,13
KS,Stevens,8,20
KS,Sumner,13,20
KS,Thomas,12,16
KS,Trego,11,16
KS,Wabaunsee,10,17
KS,Wallace,11,17
KS,Washington,12,20
KS,Wichita,7,14
KS,Wilson,16,26
KS,Woodson,16,27
KS,Wyandotte,17,24
KY,Adair,16,23
KY,Allen,14,19
KY,Anderson,11,15
KY,Ballard,14,21
KY,Barren,15,20
KY,Bath,17,24
KY,Bell,22,30
KY,Boone,10,14
KY,Bourbon,14,18
KY,Boyd,16,23
KY,Boyle,15,18
KY,Bracken,14,21
KY,Breathitt,20,28
KY,Breckinridge,14,19
KY,Bullitt,11,16
KY,Butler,17,26
KY,Caldwell,15,22
KY,Calloway,16,18
KY,Campbell,13,17
KY,Carlisle,14,24
KY,Carroll,17,24
KY,Carter,16,22
KY,Casey,15,22
KY,Christian,19,20
KY,Clark,14,18
KY,Clay,22,30
KY,Clinton,17,23
KY,Crittenden,15,21
KY,Cumberland,17,23
KY,Daviess,14,18
KY,Edmonson,14,18
KY,Elliott,19,28
KY,Estill,18,25
KY,Fayette,16,16
KY,Fleming,15,20
KY,Floyd,19,28
KY,Franklin,15,18
KY,Fulton,22,22
KY,Gallatin,13,19
KY,Garrard,14,22
KY,Grant,14,21
KY,Graves,14,18
KY,Grayson,16,24
KY,Green,14,19
KY,Greenup,15,21
KY,Hancock,13,20
KY,Hardin,15,18
KY,Harlan,21,29
KY,Harrison,15,20
KY,Hart,16,22
KY,Henderson,16,20
KY,Henry,14,20
KY,Hickman,14,19
KY,Hopkins,15,20
KY,Jackson,19,27
KY,Jefferson,16,17
KY,Jessamine,14,20
KY,Johnson,17,24
KY,Kenton,13,18
KY,Knott,18,27
KY,Knox,20,29
KY,Larue,14,21
KY,Laurel,16,23
KY,Lawrence,17,23
KY,Lee,19,25
KY,Leslie,19,25
KY,Letcher,19,28
KY,Lewis,18,27
KY,Lincoln,16,23
KY,Livingston,13,18
KY,Logan,15,20
KY,Lyon,13,21
KY,Madison,16,18
KY,Magoffin,22,31
KY,Marion,15,19
KY,Marshall,12,17
KY,Martin,21,29
KY,Mason,16,20
KY,McCracken,16,19
KY,McCreary,22,29
KY,McLean,14,23
KY,Meade,14,19
KY,Menifee,18,29
KY,Mercer,14,20
KY,Metcalfe,15,21
KY,Monroe,16,24
KY,Montgomery,17,24
KY,Morgan,18,26
KY,Muhlenberg,15,22
KY,Nelson,13,19
KY,Nicholas,16,24
KY,Ohio,15,23
KY,Oldham,8,12
KY,Owen,13,18
KY,Owsley,21,27
KY,Pendleton,13,19
KY,Perry,18,23
KY,Pike,17,24
KY,Powell,18,23
KY,Pulaski,17,23
KY,Robertson,15,25
KY,Rockcastle,16,23
KY,Rowan,17,23
KY,Russell,19,27
KY,Scott,12,15
