986,17
1910,27
2662,22
1566,19
499,22
2011,9
2523,27
1270,14
1279,16
2202,20
1764,14
1687,17
2987,26
2865,19
947,19
1828,23
1849,23
1320,13
2334,23
1267,19
1497,19
2163,26
2955,19
619,23
2186,23
2778,20
784,24
1138,24
672,18
1419,25
969,17
1443,25
1796,25
594,19
2575,26
2643,27
865,18
2402,23
1747,22
928,16
2275,21
260,22
2807,14
1381,17
2068,25
2270,18
313,15
1422,26
300,16
1852,20
345,26
792,17
2710,25
1800,25
1309,18
1363,14
1203,17
571,15
2661,25
3000,24
2032,9
1074,29
654,24
2517,22
1001,23
3044,25
169,22
869,17
1141,23
352,22
397,28
2265,15
2650,21
1211,19
156,31
3034,21
599,19
1808,22
2176,20
661,22
526,25
2183,26
569,19
2111,24
20,22
876,20
144,27
2639,27
2105,25
2410,19
222,17
1838,20
3062,17
58,17
3105,19
2779,15
1142,25
1349,14
980,13
1615,31
2450,27
1982,25
2722,37
804,18
1280,21
2596,23
2618,23
2419,33
615,17
2217,19
1206,13
1903,21
2239,22
430,28
2582,22
2947,14
1145,30
2943,12
2143,19
886,16
2579,22
1080,22
1274,16
2597,27
1673,18
1290,18
2621,24
2178,26
2872,18
158,26
1187,21
1694,22
722,22
890,20
932,16
1070,17
724,13
573,18
1125,28
1316,19
311,17
2072,21
296,20
208,27
1921,29
3046,22
1112,23
348,24
2629,28
515,21
2125,23
1414,26
1782,11
67,20
596,20
2968,25
1630,16
1705,20
113,21
1428,25
2316,22
31,35
1050,18
2050,20
2938,20
835,17
2314,17
1055,23
998,30
567,21
2640,21
2841,13
2878,15
2379,15
1118,28
908,22
1517,18
365,28
609,17
2626,22
1257,15
1198,19
1956,18
2780,15
536,24
2899,17
2211,24
1860,20
356,22
2113,21
2996,26
780,21
161,28
1892,25
1311,21
1407,25
838,19
107,25
2264,16
116,23
53,26
2918,16
547,24
1276,13
2112,24
1719,21
2200,23
595,31
2969,20
1675,19
2781,20
796,15
297,15
2486,25
1457,22
2323,20
1974,24
1969,27
2707,28
2219,27
2003,10
137,25
2541,24
1682,18
3026,16
1998,6
2350,20
1833,23
1406,27
3088,33
2362,22
1064,19
1840,15
339,25
1043,20
1965,28
999,14
2155,21
2303,21
2630,21
3061,15
2909,14
1950,25
1165,30
2670,27
1264,21
1949,27
1994,6
561,20
2441,23
2768,21
1092,25
1678,20
1217,17
2429,23
1829,24
2756,28
854,20
236,25
2654,27
1922,23
633,17
2501,29
1477,26
104,34
970,21
756,20
1476,27
2171,19
2521,26
2726,24
2777,17
1182,20
308,16
906,21
907,20
57,23
2664,23
488,28
255,22
1147,25
882,16
1434,30
1897,28
967,18
3021,24
2026,9
1423,26
2004,11
125,25
1492,21
3098,17
2824,10
2366,15
2001,10
2038,9
1376,16
2152,21
1608,20
194,27
610,19
893,23
1944,26
1943,23
1045,20
2622,26
163,32
2908,17
1805,24
1005,19
225,15
2067,19
802,20
1651,18
1557,15
61,27
228,20
1447,26
382,24
1858,21
1193,15
2549,24
186,20
1335,16
2387,19
3113,17
492,22
1068,31
2165,25
18,24
1449,26
2998,20
1126,29
712,19
2474,26
1119,20
1728,16
2198,23
2528,23
1702,16
1795,27
1740,20
1607,20
1348,20
2655,20
1367,12
709,18
2046,27
3089,21
2307,18
1041,22
1322,11
2887,11
480,27
2563,20
926,20
1515,26
2990,21
66,30
26,26
2426,24
2711,21
3094,14
1844,23
2036,13
1631,17
1793,14
1418,24
456,27
1909,28
1018,23
861,17
2723,33
2946,14
1839,23
1236,21
2145,22
856,21
2201,22
262,13
1712,19
798,15
2853,13
2222,26
685,22
368,21
1339,13
2820,19
1488,22
2573,24
1127,27
757,18
2512,25
759,17
309,15
989,26
1493,23
2184,21
2012,7
3040,20
1362,15
145,27
1088,23
874,17
1700,20
2424,17
707,18
1462,26
2871,14
176,25
670,22
1416,26
2906,21
120,29
1713,18
1402,26
1586,18
1022,18
2048,23
2681,28
373,19
538,32
516,31
1033,18
3083,18
942,21
2243,16
2529,22
2257,12
1388,18
1807,21
1512,20
675,20
1312,20
2394,19
420,27
95,38
976,19
1323,22
2039,9
1405,31
867,16
1506,17
811,19
2121,18
589,22
2715,21
2100,21
2984,21
1988,27
1009,18
3002,18
1063,21
3084,18
730,18
2736,24
2023,14
289,17
917,22
1146,26
528,27
243,16
593,20
2898,21
410,24
1468,23
2826,13
2401,13
2551,29
611,20
971,21
3049,23
625,16
446,30
307,14
351,22
704,19
1912,26
2344,24
2118,21
1411,26
1465,25
2273,20
2495,25
3010,20
2177,22
752,17
1338,15
711,20
2232,22
831,20
905,22
632,22
148,26
34,25
2663,21
3059,17
1220,13
3135,16
2182,24
2902,13
360,21
1148,26
2339,22
2079,20
1680,19
1744,18
1000,18
3007,22
439,27
143,32
546,19
2119,25
1170,25
899,19
2638,24
191,17
2652,25
177,30
591,17
2037,10
154,27
2884,20
1306,25
371,24
3009,19
1370,18
2801,20
1023,28
2861,20
1883,20
128,25
739,18
1991,22
1960,26
716,24
2696,27
2842,22
354,21
1978,18
1848,22
1767,14
1355,14
1218,16
1704,27
2242,23
1780,14
86,18
1417,26
2856,13
471,27
2135,22
106,24
63,28
3015,28
662,19
728,21
2057,24
1128,21
2547,26
1435,23
731,19
2484,22
1593,22
1294,24
1947,25
2677,29
2857,17
2086,21
3030,24
1469,27
2248,17
448,24
563,19
2434,24
109,33
2901,17
2557,28
2340,23
1567,21
701,14
461,23
1580,19
1940,27
1774,12
202,25
215,18
424,24
2656,24
192,27
1197,16
2651,29
1090,23
1951,23
519,32
797,17
2030,15
943,17
2053,24
1846,20
2746,23
384,25
558,20
708,23
37,29
425,29
3012,14
108,25
497,23
2542,20
2087,21
1812,23
1603,20
1049,24
1981,26
1604,23
245,16
733,21
763,22
280,19
2616,29
253,16
549,19
2810,16
1461,26
1758,25
2631,24
1641,28
2365,15
393,23
2733,25
386,24
771,17
828,16
181,23
2994,23
3076,17
2721,26
2213,27
1439,27
419,26
2556,21
1770,11
1002,18
2418,13
1916,21
1318,18
1547,23
572,20
1786,11
740,20
277,16
2208,20
1686,19
1531,17
1888,21
377,20
1183,21
2717,21
666,23
1576,22
1884,21
1621,17
658,18
1890,24
79,19
2312,16
2948,16
2136,23
915,18
1967,24
1398,12
1901,19
2352,25
2700,23
1168,23
1179,22
1993,10
1745,19
1552,23
322,24
783,20
1953,22
743,21
327,28
766,20
2805,20
45,26
2527,22
2453,21
2860,14
2828,17
788,17
1429,23
1990,9
1243,17
2981,20
121,26
3125,16
723,20
1898,26
1288,20
1251,16
1871,24
851,16
1640,22
2743,21
3019,19
1321,16
772,23
626,18
1896,25
699,18
1430,25
1514,24
16,26
3096,16
894,20
2250,20
147,29
2758,22
2827,15
422,25
2411,18
1925,23
1133,24
315,18
2937,10
437,25
2244,17
142,29
663,20
110,25
705,17
1583,23
2107,28
2585,29
714,16
1230,20
2862,18
426,25
2531,22
2927,17
1473,27
1399,15
1079,26
2172,20
3069,21
2088,21
1499,24
2129,19
1970,24
2392,16
2043,22
212,17
71,19
1177,25
1044,19
3137,16
1707,19
2982,21
744,20
2438,25
2929,17
2278,16
2227,25
2522,19
2509,21
126,26
1326,13
312,18
2583,25
102,23
2731,20
2423,18
790,18
2848,13
2570,25
429,23
1661,23
1455,24
1404,22
2992,21
1556,26
2536,22
2384,13
1178,19
2224,25
1620,23
1693,18
2007,11
614,17
2347,23
2301,20
2831,28
562,21
954,21
103,29
1052,29
1645,18
888,25
2560,22
775,19
817,15
2598,22
629,20
634,22
49,29
1906,23
469,23
891,21
2855,24
652,20
1202,23
2018,9
2397,13
2767,20
72,17
590,15
187,23
2153,21
742,20
1913,24
2508,17
793,17
3087,21
910,18
54,25
467,33
2794,18
2335,21
2382,13
1299,12
2320,26
765,22
40,22
1059,27
1105,18
1874,20
602,18
789,16
1292,13
2759,24
328,20
2792,16
2047,18
487,20
3131,16
101,27
2028,26
1729,16
2062,14
1057,25
2544,34
1554,18
718,19
2728,20
1403,27
1570,21
2818,19
2306,19
1143,21
2191,23
318,24
302,16
2000,8
75,19
2103,22
968,22
2919,23
2469,29
875,19
2555,22
2311,16
824,18
2399,20
2741,24
23,32
656,22
374,24
2281,16
2322,19
1327,22
2024,11
2499,18
2900,23
858,15
2997,23
1111,16
2800,16
745,17
483,26
2892,17
3075,21
2545,27
2159,20
198,19
2907,15
559,16
2926,24
1073,19
1061,18
1783,13
2924,19
2576,23
2372,20
2708,25
1624,14
337,27
1415,26
904,22
2914,22
2055,24
84,18
1365,14
131,29
1331,12
1792,14
1873,19
2142,22
1014,22
816,20
1983,23
1644,15
1877,23
1928,24
2538,26
204,25
1438,26
486,27
2126,21
89,19
2045,25
4,24
62,22
587,18
813,22
219,18
149,26
1176,23
837,16
2355,20
2574,25
1337,15
1227,13
301,19
1540,20
1071,29
1153,25
2713,27
323,23
1453,25
3042,22
1095,27
692,14
1424,24
3097,18
1837,18
2505,22
1738,19
3080,17
582,19
1625,18
639,19
3118,18
134,29
2874,14
951,18
3001,25
916,21
213,21
1140,21
2258,20
2034,9
387,25
1186,27
2811,18
1818,27
421,19
987,20
1087,19
1360,17
3086,20
919,20
1058,28
1741,18
1356,23
2156,19
1931,23
2580,31
3024,16
1814,23
1660,17
2444,20
1831,24
2085,23
2963,20
1122,26
2027,10
1181,21
1518,20
1098,20
1289,21
878,15
2636,26
2059,21
1379,14
3111,20
1448,30
2378,25
2688,21
703,16
305,16
2755,23
2492,25
1664,18
380,22
1192,24
1918,21
638,15
809,18
1038,18
1703,20
436,20
2922,10
2051,24
884,17
846,18
2464,26
961,17
1999,8
2455,25
2709,28
2808,20
1868,19
1216,15
2197,29
2649,23
2516,26
299,18
2533,27
887,23
2894,14
2288,13
2247,20
2819,13
2093,17
2447,22
2568,23
2185,27
1189,23
1054,23
2628,29
2839,15
381,26
205,16
3072,20
1832,20
1908,26
2496,24
510,26
2471,25
2054,19
1121,22
2206,21
1588,23
32,26
3028,19
2204,24
2006,11
1358,16
1598,27
1004,28
1282,21
2942,24
3133,18
1047,17
2762,24
994,15
350,22
406,29
939,19
545,24
2980,28
2788,18
2729,25
3067,19
681,20
895,20
1917,23
153,25
122,27
3037,25
2168,26
2835,19
1606,13
2511,26
2795,19
2592,25
2584,22
1841,20
1166,23
1543,21
2959,24
1258,19
586,22
1904,24
1273,17
1769,13
946,19
2789,14
2920,21
3031,24
197,32
150,25
180,29
1804,21
992,23
2896,16
1565,21
2705,22
257,21
392,22
1441,33
1272,27
2961,23
1505,15
474,23
118,30
178,31
686,19
1633,22
2345,24
2823,18
1789,19
1698,24
761,20
1966,30
3041,24
2157,22
1437,26
1663,18
3027,22
935,20
649,15
2838,12
2965,20
1384,15
1242,18
1034,24
732,17
684,21
139,26
223,23
2123,27
1881,19
1484,19
1824,31
68,16
2680,24
643,17
588,16
1550,21
1855,24
1597,15
3100,17
2760,26
2443,23
839,15
1613,17
1208,17
2953,18
1314,13
2526,20
10,25
165,29
1972,24
555,17
3053,17
115,29
682,21
310,14
3054,18
475,28
2468,22
1222,17
2602,22
879,16
218,22
211,21
1666,18
2102,25
1555,22
2765,33
648,20
2019,10
1594,19
1012,24
1353,13
1915,21
1516,26
1933,21
2977,24
2195,20
2302,18
1889,23
2154,23
565,16
2440,29
2785,21
3104,15
230,25
2194,22
48,24
1019,21
2215,23
2975,23
956,20
52,31
598,15
1755,26
808,19
2095,17
399,27
651,22
468,27
1730,19
1013,22
2950,14
347,30
1595,24
2328,24
990,27
2832,20
1483,15
715,18
9,26
1668,19
1798,23
2318,20
2893,14
285,24
2589,21
1652,16
444,27
2391,16
1875,21
830,16
2151,22
2431,23
99,26
781,18
803,15
2796,14
495,21
2480,25
2190,25
827,18
2214,25
2209,19
3128,21
1952,23
1137,22
7,26
1219,18
2221,25
2494,24
3036,22
2966,21
2627,28
868,15
2252,15
902,21
580,20
3016,23
485,28
644,21
3070,19
945,19
2010,9
2816,17
1486,22
3,25
1037,20
2406,17
2476,23
2324,19
266,16
1490,23
749,20
491,25
1893,26
1742,17
2078,24
445,21
2421,15
2776,16
1246,21
1482,20
617,19
3132,16
1224,11
3056,15
2866,12
2390,15
2559,24
1655,17
1029,22
944,19
3126,15
2439,26
2276,19
517,28
479,29
799,17
2082,25
1268,15
8,26
231,28
440,29
525,26
624,21
1634,15
1372,16
1722,16
94,32
2591,24
2858,18
415,35
209,24
1199,15
1504,21
281,20
1942,25
1130,22
2437,22
2299,19
1157,25
2962,24
520,32
1351,14
2881,15
1036,21
668,18
17,29
2286,22
2957,21
2769,24
753,17
1262,17
2261,19
957,23
1637,22
2615,27
1445,29
2116,19
2133,17
912,18
2514,24
1963,23
2477,22
417,30
412,28
196,24
3011,21
1752,19
284,17
1135,21
1568,18
1169,23
2714,27
2732,25
2428,26
1803,25
2338,23
359,26
2412,17
2572,20
574,20
2031,21
693,20
2752,23
112,27
414,26
2637,24
1214,23
338,28
2534,24
1076,21
1089,24
3127,20
1826,25
2642,17
927,18
2356,20
1926,30
1895,23
1378,14
2106,21
159,29
2234,26
244,22
1099,13
2205,21
2174,28
1768,12
2370,16
1083,23
2852,15
2825,15
3039,20
2230,23
845,17
3134,19
1544,23
1794,23
1252,15
1773,19
273,15
182,25
3115,14
1075,20
1817,22
462,28
2137,24
3005,20
50,24
853,15
2463,23
2724,26
534,28
1854,19
234,24
1513,21
680,18
2913,11
581,16
2449,19
698,17
1761,22
438,30
527,28
628,22
1900,26
717,18
1887,20
1463,26
2180,25
738,17
2077,26
2687,25
1964,24
238,27
3139,17
1359,15
1690,21
2371,22
2676,18
1878,14
769,17
3099,19
3025,20
1020,23
379,29
1582,26
1975,32
747,20
1771,14
1432,29
2398,16
1815,25
51,23
507,21
1699,19
1082,24
2623,19
233,18
1200,23
1285,16
1436,22
2791,19
478,24
1801,25
2241,29
2452,23
1614,29
883,15
2535,22
2519,14
2941,26
256,21
1584,21
2999,20
138,27
2539,27
1825,21
1571,23
1977,27
578,17
2754,27
206,23
848,15
2956,22
1287,15
0,21
2274,20
2009,10
1784,13
2297,18
889,25
2753,23
979,21
2331,29
2361,14
2644,20
1763,15
59,30
1369,15
47,26
3047,21
3093,16
1310,13
3073,17
758,19
978,22
252,14
2360,18
91,19
721,17
1528,26
1265,20
2782,19
2859,12
1749,19
459,27
3050,22
849,18
383,23
2065,25
955,17
1066,23
1209,17
114,26
3065,18
2173,19
511,27
2124,16
2978,23
2189,23
585,19
818,17
3116,14
787,16
2603,20
1056,25
15,24
435,27
2546,25
1886,14
2667,30
1427,41
450,30
2814,18
2083,23
2995,18
1249,19
1196,22
241,20
529,24
343,25
1180,22
1442,27
1772,13
2934,20
506,27
1924,24
3129,18
1579,24
2263,15
2256,16
2993,22
64,25
2058,24
1751,17
3051,19
1647,22
2300,19
1629,19
603,18
805,18
1124,26
1191,19
314,18
1777,20
2566,21
2513,26
931,24
963,19
1685,23
1955,22
2890,10
367,22
2193,30
362,20
630,17
2005,10
90,23
1788,17
2369,15
2233,22
1677,22
2972,19
2916,16
1654,19
2804,16
119,26
1959,23
1062,20
840,18
493,19
443,17
2386,21
1842,20
224,19
19,27
418,19
991,24
385,27
929,18
2500,17
264,17
1452,24
160,26
2158,20
303,16
2096,21
509,27
2066,20
1067,18
1297,23
1467,24
934,20
885,17
3143,21
275,19
1870,19
1696,23
2162,20
1489,23
2775,18
1155,24
2049,23
1723,16
227,16
1717,19
133,27
1759,21
2296,19
1307,18
496,25
960,20
335,24
2487,24
1269,19
812,13
1051,27
441,18
1162,25
1387,13
2886,19
3095,19
242,26
1394,11
683,17
1350,19
657,22
2552,27
408,22
1115,22
1255,23
1525,17
3109,18
1866,13
140,26
2594,26
900,21
2685,19
1260,17
688,17
1628,17
2669,24
850,16
583,17
1697,18
332,26
1293,20
1104,22
1945,26
